Season,Team,Date,target,OT,points_scored,points_allowed,pass_yards,pass_touchdowns,interceptions,sacks,pass_yards_per_attempt,pass_completion_ratio,Rate,rush_yards_per_attempt,rush_touchdowns,punts,time_of_possession,extra_points_ratio,field_goal_ratio,third_down_ratio,fourth_down_ratio
2005,MIN,2005-12-11,1,0,27,13,146,0,0,0,5.8,64.0,79.7,3.9,3,8,1571,1.0,1.0,0.16666666666666666,0.0
2005,MIN,2005-12-18,0,0,3,18,131,0,2,2,4.8,53.3,36.9,3.2,0,6,1392,0.0,0.5,0.25,0.0
2005,MIN,2005-12-25,0,0,23,30,220,2,0,3,6.9,69.4,103.9,3.0,0,4,1614,1.0,1.0,0.3333333333333333,0.0
2005,MIN,2005-01-01,1,0,34,10,247,2,0,0,6.2,67.5,100.7,8.3,2,3,1592,1.0,1.0,0.5,0.0
2005,NWE,2005-09-08,1,0,30,20,306,2,0,0,8.1,63.2,105.8,2.4,2,7,1940,0.75,1.0,0.375,0.0
2005,NWE,2005-09-18,0,0,17,27,249,1,1,2,6.1,52.3,67.3,2.4,0,7,1681,1.0,1.0,0.2857142857142857,0.0
2005,NWE,2005-09-25,1,0,23,20,346,0,1,3,9.1,75.6,90.1,2.7,2,4,2123,1.0,0.75,0.5,0.0
2005,NWE,2005-10-02,0,0,17,41,231,1,2,1,6.6,58.3,63.5,4.0,1,4,1402,1.0,0.5,0.36363636363636365,1.0
2005,NWE,2005-10-09,1,0,31,28,342,3,1,1,13.0,81.5,140.4,4.7,1,6,1945,1.0,1.0,0.3,0.0
2005,NWE,2005-10-16,0,0,20,28,299,1,0,0,6.5,52.2,79.9,4.7,1,7,1663,1.0,0.6666666666666666,0.375,0.0
2005,NWE,2005-10-30,1,0,21,16,180,1,0,3,9.5,66.7,109.2,4.2,2,5,1240,1.0,0.0,0.14285714285714285,0.0
2005,NWE,2005-11-07,0,0,21,40,254,3,0,2,7.1,62.5,105.6,2.4,0,3,1399,1.0,0.0,0.36363636363636365,0.6666666666666666
2005,NWE,2005-11-13,1,0,23,16,274,2,2,2,7.6,58.3,77.8,3.6,0,6,1827,0.0,1.0,0.35714285714285715,0.0
2005,NWE,2005-11-20,1,0,24,17,194,3,0,3,7.7,51.7,107.5,4.4,0,5,1623,1.0,1.0,0.5,1.0
2005,NWE,2005-11-27,0,0,16,26,232,1,4,3,6.2,55.0,40.8,4.1,1,3,1535,1.0,1.0,0.4166666666666667,1.0
2005,NWE,2005-12-04,1,0,16,3,251,0,0,2,7.3,73.0,91.2,4.2,1,4,2290,1.0,0.75,0.5,1.0
2005,NWE,2005-12-11,1,0,35,7,335,2,2,1,8.4,75.0,95.3,3.9,2,4,2519,1.0,0.0,0.6875,0.0
2005,NWE,2005-12-17,1,0,28,0,253,3,0,1,8.3,64.5,122.1,2.6,1,6,2008,1.0,0.0,0.4375,1.0
2005,NWE,2005-12-26,1,0,31,21,170,2,1,3,6.2,63.3,86.8,3.0,2,2,2601,1.0,1.0,0.5,0.75
2005,NWE,2005-01-01,0,0,26,28,204,3,1,1,7.3,50.0,94.9,2.0,0,4,1314,1.0,1.0,0.35714285714285715,1.0
2005,NWE,2005-01-07,1,0,28,3,189,3,0,4,7.4,55.6,114.6,4.2,0,5,1826,1.0,0.0,0.5,0.0
2005,NWE,2005-01-14,0,0,13,27,341,1,2,0,9.5,55.6,74.0,3.8,0,3,1692,1.0,0.6666666666666666,0.2727272727272727,0.0
2005,NOR,2005-09-11,1,0,23,20,190,0,0,1,8.0,75.0,97.6,3.1,2,2,1956,1.0,1.0,0.6153846153846154,0.0
2005,NOR,2005-09-19,0,0,10,27,350,1,3,4,8.3,60.0,64.1,3.3,0,3,1912,1.0,0.5,0.5333333333333333,0.0
2005,NOR,2005-09-25,0,0,16,33,182,1,2,3,6.2,37.5,41.4,5.7,1,6,1307,1.0,1.0,0.16666666666666666,0.0
2005,NOR,2005-10-02,1,0,19,7,166,0,0,1,6.6,57.7,76.8,4.1,1,4,2180,1.0,0.8,0.4666666666666667,0.0
2005,NOR,2005-10-09,0,0,3,52,159,0,3,4,5.1,40.0,18.6,3.7,0,6,1863,0.0,0.3333333333333333,0.25,1.0
2005,NOR,2005-10-16,0,0,31,34,245,2,1,2,7.8,66.7,96.1,6.6,2,2,2006,1.0,0.5,0.42857142857142855,0.0
2005,NOR,2005-10-23,0,0,17,28,213,2,1,4,5.9,46.2,69.7,3.7,0,4,2037,1.0,0.5,0.375,0.0
2005,NOR,2005-10-30,0,0,6,21,113,0,1,6,5.8,45.2,41.5,5.3,0,5,1417,0.0,1.0,0.0,0.0
2005,NOR,2005-11-06,0,0,17,20,150,1,2,3,6.5,61.5,58.2,4.0,1,7,2022,1.0,1.0,0.4666666666666667,0.0
2005,NOR,2005-11-20,0,0,17,24,338,2,1,1,6.9,54.0,80.2,4.1,0,4,1977,1.0,0.5,0.5,0.0
2005,NOR,2005-11-27,1,0,21,19,172,3,0,1,7.9,73.9,134.4,3.9,0,5,1601,1.0,0.0,0.375,0.0
2005,NOR,2005-12-04,0,0,3,10,214,0,4,2,6.3,52.9,32.8,2.4,0,4,1873,0.0,1.0,0.5625,0.0
2005,NOR,2005-12-12,0,0,17,36,207,1,0,3,4.8,58.7,77.0,5.2,1,8,1842,1.0,1.0,0.21428571428571427,1.0
2005,NOR,2005-12-18,0,0,10,27,183,1,4,1,5.7,50.0,36.4,4.3,0,4,1506,1.0,1.0,0.3333333333333333,0.0
2005,NOR,2005-12-24,0,0,12,13,226,0,0,1,6.1,55.3,72.9,1.9,0,4,1791,0.0,1.0,0.42857142857142855,0.0
2005,NOR,2005-01-01,0,0,13,27,235,1,2,4,7.2,67.6,71.3,3.1,0,3,2025,1.0,1.0,0.36363636363636365,0.0
2005,NYG,2005-09-11,1,0,42,19,154,2,2,3,7.5,43.5,59.0,4.8,2,6,1455,1.0,0.0,0.36363636363636365,0.0
2005,NYG,2005-09-19,1,0,27,10,165,1,0,0,6.9,54.2,89.8,3.2,2,5,1688,1.0,1.0,0.4166666666666667,0.0
2005,NYG,2005-09-25,0,0,23,45,338,2,0,2,8.6,58.5,101.5,3.7,0,4,1795,1.0,1.0,0.5333333333333333,0.0
2005,NYG,2005-10-02,1,0,44,24,292,4,0,1,8.5,54.3,120.2,5.7,1,2,1676,1.0,1.0,0.4166666666666667,0.5
2005,NYG,2005-10-16,0,1,13,16,179,1,1,4,7.4,48.3,65.2,4.8,0,5,1381,1.0,1.0,0.09090909090909091,1.0
2005,NYG,2005-10-23,1,0,24,23,214,2,1,0,5.1,54.8,74.9,4.9,1,4,1559,1.0,1.0,0.5,0.0
2005,NYG,2005-10-30,1,0,36,0,124,1,1,2,4.7,38.7,48.3,5.8,2,4,2361,1.0,0.8333333333333334,0.3684210526315789,0.0
2005,NYG,2005-11-06,1,0,24,6,251,1,0,0,7.6,54.5,89.3,2.9,2,5,1985,1.0,1.0,0.375,0.6666666666666666
2005,NYG,2005-11-13,0,0,21,24,281,1,4,2,6.1,47.9,38.6,4.3,1,5,2135,1.0,0.6666666666666666,0.4,0.0
2005,NYG,2005-11-20,1,0,27,17,200,3,0,5,8.4,65.4,127.1,4.0,0,6,1829,1.0,1.0,0.25,1.0
2005,NYG,2005-11-27,0,1,21,24,324,2,1,3,6.5,54.7,77.9,5.9,0,7,2361,1.0,0.4,0.42105263157894735,0.0
2005,NYG,2005-12-04,1,0,17,10,150,0,2,1,4.9,38.7,27.6,3.7,1,6,1891,1.0,0.5,0.26666666666666666,0.0
2005,NYG,2005-12-11,1,1,26,23,299,1,3,1,7.1,63.6,62.6,3.5,1,2,2610,1.0,1.0,0.5789473684210527,0.5
2005,NYG,2005-12-17,1,0,27,17,183,1,1,1,5.8,53.1,67.6,6.6,2,3,1796,1.0,1.0,0.5333333333333333,0.0
2005,NYG,2005-12-24,0,0,20,35,233,1,1,1,5.8,54.8,68.8,5.2,0,3,1607,1.0,0.6666666666666666,0.3333333333333333,0.0
2005,NYG,2005-12-31,1,0,30,21,191,1,0,2,8.5,50.0,90.8,6.2,2,6,1912,1.0,1.0,0.35714285714285715,0.0
2005,NYG,2005-01-08,0,0,0,23,91,0,3,4,6.3,55.6,29.9,3.2,0,4,1035,0.0,0.0,0.14285714285714285,0.0
2005,NYJ,2005-09-11,0,0,7,27,333,1,1,3,8.0,61.4,82.9,2.5,0,3,1889,1.0,0.0,0.5,0.3333333333333333
2005,NYJ,2005-09-18,1,0,17,7,173,2,0,2,6.3,63.3,101.1,2.9,0,7,2039,1.0,1.0,0.4,0.0
2005,NYJ,2005-09-25,0,1,20,26,79,0,2,4,4.3,50.0,20.8,3.6,1,7,1534,1.0,1.0,0.25,0.0
2005,NYJ,2005-10-02,0,0,3,13,124,0,0,5,5.3,50.0,62.2,1.9,0,9,1319,0.0,1.0,0.21428571428571427,0.0
2005,NYJ,2005-10-09,1,0,14,12,150,0,1,2,8.6,68.4,70.1,2.3,2,4,1609,1.0,0.0,0.3,1.0
2005,NYJ,2005-10-16,0,0,17,27,126,0,2,5,6.2,46.2,28.7,7.1,2,5,1285,1.0,1.0,0.3,0.0
2005,NYJ,2005-10-24,0,0,14,27,194,0,1,4,6.2,60.5,62.8,2.1,2,5,1598,1.0,0.0,0.3076923076923077,0.6666666666666666
2005,NYJ,2005-11-06,0,0,26,31,180,2,0,3,6.6,54.8,93.5,3.6,1,2,1616,1.0,0.6666666666666666,0.5384615384615384,0.0
2005,NYJ,2005-11-13,0,0,3,30,77,0,4,3,4.7,52.4,21.4,4.3,0,3,1727,0.0,1.0,0.46153846153846156,0.0
2005,NYJ,2005-11-20,0,0,0,27,176,0,2,3,6.1,62.5,51.0,2.4,0,3,1052,0.0,0.0,0.3333333333333333,0.0
2005,NYJ,2005-11-27,0,0,19,21,242,1,0,1,9.0,67.9,106.5,3.4,0,3,1999,1.0,0.8,0.4375,0.0
2005,NYJ,2005-12-04,0,0,3,16,123,0,1,2,3.6,40.5,38.5,2.6,0,6,1310,0.0,1.0,0.2857142857142857,0.5
2005,NYJ,2005-12-11,1,0,26,10,110,1,0,2,4.6,53.8,77.4,4.3,1,4,2138,1.0,1.0,0.3076923076923077,1.0
2005,NYJ,2005-12-18,0,0,20,24,298,2,0,6,7.8,66.7,103.1,4.0,0,6,2042,1.0,1.0,0.2857142857142857,0.0
2005,NYJ,2005-12-26,0,0,21,31,131,2,1,4,6.3,53.8,77.6,4.0,0,4,999,1.0,0.0,0.4,1.0
2005,NYJ,2005-01-01,1,0,30,26,126,0,0,4,7.7,55.0,74.2,3.0,1,4,1562,1.0,0.75,0.25,1.0
2005,PHI,2005-09-12,0,0,10,14,250,1,1,2,5.7,53.3,67.8,3.6,0,5,1569,1.0,0.3333333333333333,0.25,0.0
2005,PHI,2005-09-18,1,0,42,3,443,5,0,2,11.7,84.6,153.6,4.7,1,2,2277,1.0,0.0,0.7,0.0
2005,PHI,2005-09-25,1,0,23,20,365,2,1,1,7.0,57.7,84.2,4.6,1,7,1803,0.6666666666666666,1.0,0.5,0.0
2005,PHI,2005-10-02,1,0,37,31,368,3,1,1,7.7,68.8,103.5,1.6,0,3,1857,1.0,0.75,0.2727272727272727,0.0
2005,PHI,2005-10-09,0,0,10,33,110,0,0,4,4.8,53.3,61.8,2.1,0,8,1157,1.0,1.0,0.16666666666666666,0.0
2005,PHI,2005-10-23,1,0,20,17,262,1,2,3,5.3,64.8,67.1,1.7,0,6,1873,1.0,1.0,0.2857142857142857,0.0
2005,PHI,2005-10-30,0,0,21,49,272,3,2,2,8.3,35.3,69.7,4.2,0,8,1380,1.0,0.0,0.23076923076923078,0.0
2005,PHI,2005-11-06,0,0,10,17,291,1,1,2,8.7,62.9,86.7,2.0,0,7,1683,1.0,1.0,0.3076923076923077,0.0
2005,PHI,2005-11-14,0,0,20,21,178,0,1,2,4.7,53.8,55.3,5.0,2,7,2145,1.0,0.6666666666666666,0.4117647058823529,0.0
2005,PHI,2005-11-20,0,0,17,27,298,1,1,0,7.6,46.2,70.2,3.5,1,6,1771,1.0,0.5,0.4,0.0
2005,PHI,2005-11-27,1,0,19,14,88,0,0,1,3.3,42.9,50.9,5.0,1,7,1865,1.0,1.0,0.25,1.0
2005,PHI,2005-12-05,0,0,0,42,129,0,4,4,3.7,43.6,12.6,2.4,0,8,1760,0.0,0.0,0.26666666666666666,0.5
2005,PHI,2005-12-11,0,1,23,26,162,0,0,6,5.9,43.8,59.6,7.0,2,4,1655,1.0,0.75,0.375,0.0
2005,PHI,2005-12-18,1,0,17,16,76,1,3,4,3.5,53.6,31.5,4.5,1,6,1672,1.0,1.0,0.38461538461538464,0.0
2005,PHI,2005-12-24,0,0,21,27,146,1,1,4,4.7,38.9,49.1,2.5,2,10,1266,1.0,0.0,0.14285714285714285,0.5
2005,PHI,2005-01-01,0,0,20,31,239,2,2,4,6.2,50.0,63.5,3.8,0,6,1810,1.0,1.0,0.3333333333333333,0.0
2005,PIT,2005-09-11,1,0,34,7,218,2,0,0,19.8,81.8,158.3,5.0,2,3,1850,1.0,1.0,0.5,0.0
2005,PIT,2005-09-18,1,0,27,7,253,2,0,1,12.1,66.7,139.6,4.2,1,1,1746,1.0,1.0,0.36363636363636365,0.5
2005,PIT,2005-09-25,0,0,20,23,190,2,0,4,7.7,42.9,89.9,3.4,0,6,1477,1.0,0.6666666666666666,0.23076923076923078,0.0
2005,PIT,2005-10-10,1,0,24,22,207,1,0,3,8.7,65.4,102.6,3.3,2,6,2003,1.0,1.0,0.4,0.0
2005,PIT,2005-10-16,0,1,17,23,145,1,3,2,5.5,39.3,28.7,2.4,0,6,1647,1.0,0.5,0.08333333333333333,0.0
2005,PIT,2005-10-23,1,0,27,13,83,2,1,1,6.6,64.3,90.2,4.7,1,2,2129,1.0,1.0,0.36363636363636365,0.0
2005,PIT,2005-10-31,1,0,20,19,160,2,1,2,5.7,58.1,80.0,3.6,0,3,1736,1.0,1.0,0.3333333333333333,0.5
2005,PIT,2005-11-06,1,0,20,10,59,0,1,1,4.1,56.3,38.3,4.7,1,4,1612,1.0,0.6666666666666666,0.0,0.0
2005,PIT,2005-11-13,1,0,34,21,223,1,0,0,8.3,66.7,104.4,3.9,3,2,2183,1.0,0.6666666666666666,0.46153846153846156,0.5
2005,PIT,2005-11-20,0,1,13,16,212,1,1,6,6.5,55.3,69.2,2.8,0,8,2040,1.0,1.0,0.26666666666666666,0.0
2005,PIT,2005-11-28,0,0,7,26,111,1,2,3,5.1,65.4,55.1,3.4,0,6,1753,1.0,0.0,0.3076923076923077,0.0
2005,PIT,2005-12-04,0,0,31,38,379,3,3,2,9.4,70.7,93.4,3.4,1,3,1998,1.0,1.0,0.46153846153846156,0.0
2005,PIT,2005-12-11,1,0,21,9,173,1,0,0,8.7,65.0,109.0,4.1,2,6,2239,1.0,0.0,0.5,0.0
2005,PIT,2005-12-18,1,0,18,3,133,0,0,4,9.9,66.7,94.6,3.6,1,6,2208,1.0,1.0,0.3333333333333333,1.0
2005,PIT,2005-12-24,1,0,41,0,248,2,0,2,12.2,66.7,138.6,6.0,3,3,1899,1.0,1.0,0.5833333333333334,0.0
2005,PIT,2005-01-01,1,0,35,21,132,0,2,1,8.4,43.8,33.3,4.5,4,4,1951,1.0,0.0,0.4,1.0
2005,PIT,2005-01-08,1,0,31,17,202,3,0,1,9.9,66.7,137.3,4.2,1,3,1737,1.0,1.0,0.5454545454545454,0.0
2005,PIT,2005-01-15,1,0,21,18,183,2,1,2,8.2,58.3,92.9,2.7,1,5,2092,1.0,0.0,0.42857142857142855,1.0
2005,PIT,2005-01-22,1,0,34,17,268,2,0,2,9.5,72.4,123.9,2.7,2,4,2167,1.0,1.0,0.625,0.0
2005,PIT,2005-02-05,1,0,21,10,158,1,2,1,7.5,45.5,47.2,5.5,2,6,1618,1.0,0.0,0.5333333333333333,0.0
2005,SEA,2005-09-11,0,0,14,26,225,2,2,3,6.8,58.3,72.1,5.1,0,5,1549,1.0,0.0,0.3333333333333333,0.0
2005,SEA,2005-09-18,1,0,21,18,265,2,0,2,9.1,64.5,113.0,4.8,1,7,2195,1.0,0.0,0.3333333333333333,0.0
2005,SEA,2005-09-25,1,0,37,12,284,0,0,0,8.9,65.6,93.7,4.4,4,4,2009,1.0,1.0,0.46153846153846156,0.0
2005,SEA,2005-10-02,0,1,17,20,235,1,0,1,6.4,68.4,93.6,5.2,1,3,1569,1.0,0.3333333333333333,0.5,1.0
2005,SEA,2005-10-09,1,0,37,31,299,2,0,4,8.3,71.1,111.6,4.5,2,6,1854,1.0,1.0,0.18181818181818182,0.0
2005,SEA,2005-10-16,1,0,42,10,139,1,1,3,8.4,70.0,85.2,7.6,5,1,1893,1.0,0.0,0.6363636363636364,1.0
2005,SEA,2005-10-23,1,0,13,10,217,1,2,1,5.3,54.8,57.3,3.3,0,9,1552,1.0,1.0,0.23076923076923078,0.0
2005,SEA,2005-11-06,1,0,33,19,162,1,0,1,8.1,65.0,106.7,6.3,3,4,1683,0.75,1.0,0.3333333333333333,0.0
2005,SEA,2005-11-13,1,0,31,16,243,1,2,0,8.4,58.6,68.6,4.8,3,3,1753,1.0,1.0,0.6666666666666666,0.0
2005,SEA,2005-11-20,1,0,27,25,228,1,0,1,7.5,61.3,94.6,4.3,2,5,1700,1.0,0.6666666666666666,0.3333333333333333,1.0
2005,SEA,2005-11-27,1,1,24,21,228,2,1,3,6.7,56.8,81.8,3.7,1,9,1974,1.0,1.0,0.3157894736842105,1.0
2005,SEA,2005-12-05,1,0,42,0,98,1,0,0,5.8,47.1,84.9,2.3,2,9,1840,1.0,0.0,0.2857142857142857,0.0
2005,SEA,2005-12-11,1,0,41,3,253,4,1,1,8.6,80.0,127.5,4.6,1,2,2173,1.0,0.6666666666666666,0.6,0.0
2005,SEA,2005-12-18,1,0,28,24,276,3,0,1,10.6,77.8,146.3,5.5,1,2,1824,1.0,0.0,0.5555555555555556,0.0
2005,SEA,2005-12-24,1,0,28,13,159,2,0,2,8.0,81.0,130.0,5.8,2,5,1583,1.0,0.0,0.14285714285714285,1.0
2005,SEA,2005-01-01,0,0,17,23,147,1,1,4,7.0,60.0,73.2,3.3,1,6,1487,1.0,1.0,0.38461538461538464,0.0
2005,SEA,2005-01-14,1,0,20,10,215,1,0,0,8.3,61.5,100.6,3.6,1,5,1665,1.0,1.0,0.5,0.0
2005,SEA,2005-01-22,1,0,34,14,203,2,0,2,7.8,71.4,115.6,3.7,2,5,2511,1.0,0.6666666666666666,0.4444444444444444,0.0
2005,SEA,2005-02-05,0,0,10,21,259,1,1,3,5.6,53.1,66.6,5.5,0,6,1982,1.0,0.3333333333333333,0.29411764705882354,0.5
2005,SFO,2005-09-11,1,0,28,25,183,2,0,2,10.7,72.2,141.7,1.6,1,5,1237,1.0,0.0,0.14285714285714285,0.0
2005,SFO,2005-09-18,0,0,3,42,84,0,3,3,4.0,48.1,15.6,3.4,0,7,1323,0.0,1.0,0.25,0.0
2005,SFO,2005-09-25,0,0,31,34,266,3,2,2,7.9,61.8,91.1,5.0,0,5,1675,1.0,1.0,0.5,0.0
2005,SFO,2005-10-02,0,0,14,31,117,0,1,5,5.2,54.8,50.1,3.6,0,7,1332,1.0,0.0,0.3333333333333333,0.0
2005,SFO,2005-10-09,0,0,3,28,44,0,4,5,3.2,39.1,7.6,4.8,0,5,1748,0.0,1.0,0.21428571428571427,1.0
2005,SFO,2005-10-23,0,0,17,52,54,0,1,5,5.8,50.0,31.8,5.4,2,7,1602,1.0,1.0,0.25,0.0
2005,SFO,2005-10-30,1,0,15,10,50,0,0,0,2.6,42.1,49.7,4.1,0,9,1817,0.0,0.8333333333333334,0.125,0.0
2005,SFO,2005-11-06,0,0,6,24,86,0,1,3,4.9,57.1,46.9,2.4,0,7,1615,0.0,1.0,0.21428571428571427,1.0
2005,SFO,2005-11-13,0,0,9,17,28,0,1,0,2.2,7.7,7.5,2.9,0,7,1866,0.0,0.75,0.125,0.0
2005,SFO,2005-11-20,0,0,25,27,226,1,0,4,8.6,62.1,97.8,4.2,1,4,1900,1.0,1.0,0.38461538461538464,0.0
2005,SFO,2005-11-27,0,0,22,33,187,1,2,2,4.5,53.5,53.1,3.4,1,8,1696,1.0,0.0,0.2,1.0
2005,SFO,2005-12-04,0,0,10,17,169,0,3,3,7.7,66.7,47.4,2.6,1,5,1515,1.0,1.0,0.2222222222222222,0.0
2005,SFO,2005-12-11,0,0,3,41,51,0,1,4,3.5,40.9,29.7,3.0,0,8,1427,0.0,1.0,0.16666666666666666,0.0
2005,SFO,2005-12-18,0,0,9,10,107,0,1,2,5.1,33.3,31.1,4.4,0,8,1460,0.0,1.0,0.07692307692307693,0.0
2005,SFO,2005-12-24,1,0,24,20,104,0,0,5,8.2,75.0,91.7,7.5,3,6,1657,1.0,1.0,0.25,0.0
2005,SFO,2005-01-01,1,1,20,17,142,1,1,3,5.5,55.2,65.6,3.9,0,10,2643,1.0,1.0,0.3684210526315789,0.0
2005,TAM,2005-09-11,1,0,24,13,199,2,2,2,7.3,62.1,76.7,4.7,1,6,1834,1.0,1.0,0.47058823529411764,0.0
2005,TAM,2005-09-18,1,0,19,3,127,0,0,1,6.2,72.7,86.7,4.8,2,6,2330,1.0,1.0,0.5,0.0
2005,TAM,2005-09-25,1,0,17,16,132,2,1,2,5.3,65.4,87.3,3.9,0,6,2062,1.0,1.0,0.5,0.0
2005,TAM,2005-10-02,1,0,17,13,284,2,3,3,7.7,56.4,64.5,3.1,0,3,1895,1.0,0.5,0.4375,0.0
2005,TAM,2005-10-09,0,0,12,14,201,0,1,3,5.4,64.3,65.7,3.2,0,5,1991,0.0,1.0,0.14285714285714285,1.0
2005,TAM,2005-10-16,1,0,27,13,162,1,0,3,7.3,69.2,98.6,5.3,1,7,2139,1.0,1.0,0.47058823529411764,0.0
2005,TAM,2005-10-30,0,0,10,15,232,1,2,5,7.8,61.8,67.3,2.2,0,8,1783,1.0,0.5,0.21428571428571427,0.0
2005,TAM,2005-11-06,0,0,14,34,226,1,2,6,6.2,59.5,62.2,2.6,1,6,1883,1.0,0.0,0.3333333333333333,1.0
2005,TAM,2005-11-13,1,0,36,35,279,3,0,0,9.6,51.7,119.8,2.3,2,4,1535,1.0,0.0,0.4444444444444444,0.0
2005,TAM,2005-11-20,1,0,30,27,118,0,1,0,6.2,57.9,54.3,5.2,2,3,1438,1.0,1.0,0.25,0.0
2005,TAM,2005-11-27,0,0,10,13,168,0,0,4,6.7,63.3,78.2,4.3,1,7,1797,1.0,0.5,0.16666666666666666,0.0
2005,TAM,2005-12-04,1,0,10,3,115,1,0,1,5.9,57.1,88.4,4.4,0,5,1727,1.0,0.5,0.3333333333333333,0.0
2005,TAM,2005-12-11,1,0,20,10,133,0,0,1,5.1,74.1,84.3,3.2,2,6,1924,1.0,1.0,0.5882352941176471,0.0
2005,TAM,2005-12-17,0,0,0,28,108,0,0,7,4.6,61.8,66.8,1.7,0,7,1592,0.0,0.0,0.4375,0.0
2005,TAM,2005-12-24,1,1,27,24,270,2,2,2,6.8,69.0,82.4,4.7,1,5,2466,1.0,0.6666666666666666,0.38461538461538464,1.0
2005,TAM,2005-01-01,1,0,27,13,136,2,0,1,5.7,48.0,91.4,5.7,0,6,1575,1.0,1.0,0.42857142857142855,0.0
2005,TAM,2005-01-07,0,0,10,17,168,0,2,3,5.2,65.8,53.4,3.0,1,5,2069,1.0,1.0,0.35714285714285715,0.0
2005,OTI,2005-09-11,0,0,7,34,206,1,2,3,8.1,66.7,70.9,4.2,0,2,1750,1.0,0.0,0.375,0.0
2005,OTI,2005-09-18,1,0,25,10,193,1,0,1,5.3,51.4,75.6,3.3,0,8,1986,1.0,1.0,0.4117647058823529,0.0
2005,OTI,2005-09-25,0,0,27,31,248,2,2,2,6.7,61.5,75.6,3.6,0,5,1970,1.0,1.0,0.25,0.0
2005,OTI,2005-10-02,0,0,10,31,204,1,1,2,5.9,75.7,85.9,5.7,0,3,2052,1.0,0.5,0.38461538461538464,1.0
2005,OTI,2005-10-09,1,0,34,20,220,2,0,0,7.1,71.0,112.3,2.9,2,4,1869,1.0,0.6666666666666666,0.36363636363636365,0.0
2005,OTI,2005-10-16,0,0,23,31,259,0,2,0,6.3,63.4,60.9,4.9,2,3,1856,1.0,1.0,0.5,1.0
2005,OTI,2005-10-23,0,0,10,20,258,1,1,3,6.0,57.8,72.3,3.2,0,7,2010,1.0,1.0,0.29411764705882354,0.0
2005,OTI,2005-10-30,0,0,25,34,186,1,0,6,5.7,65.0,84.0,5.6,1,3,2137,0.5,1.0,0.5882352941176471,0.0
2005,OTI,2005-11-06,0,0,14,20,225,1,1,1,5.6,42.9,58.1,4.1,1,7,1656,1.0,0.0,0.3333333333333333,0.0
2005,OTI,2005-11-20,0,0,28,31,191,2,1,3,6.9,66.7,92.5,3.0,1,8,1686,1.0,0.0,0.38461538461538464,0.0
2005,OTI,2005-11-27,1,0,33,22,343,3,1,0,8.4,56.1,97.9,4.4,0,5,1904,1.0,1.0,0.1875,0.6666666666666666
2005,OTI,2005-12-04,0,0,3,35,207,0,0,5,6.4,66.7,79.8,2.8,0,2,1977,0.0,0.5,0.16666666666666666,0.2
2005,OTI,2005-12-11,1,0,13,10,208,0,0,0,6.9,60.0,81.0,3.1,0,5,1882,1.0,0.6666666666666666,0.21428571428571427,0.0
2005,OTI,2005-12-18,0,0,24,28,336,2,0,0,8.6,61.5,106.4,3.1,1,2,1776,1.0,1.0,0.36363636363636365,0.5
2005,OTI,2005-12-24,0,0,10,24,142,1,2,4,4.5,51.4,47.4,3.7,0,9,1908,1.0,1.0,0.25,0.0
2005,OTI,2005-01-01,0,0,13,40,171,2,1,1,4.6,53.8,71.6,4.5,0,5,1549,0.5,0.0,0.42857142857142855,0.0
2005,WAS,2005-09-11,1,0,9,7,159,0,1,3,7.0,56.0,58.6,4.1,0,3,2055,0.0,1.0,0.375,1.0
2005,WAS,2005-09-19,1,0,14,13,242,2,1,5,8.6,58.8,88.1,4.2,0,8,1673,1.0,0.0,0.35294117647058826,1.0
2005,WAS,2005-10-02,1,1,20,17,211,2,1,2,6.3,55.6,79.7,3.6,0,2,2362,1.0,0.6666666666666666,0.7222222222222222,1.0
2005,WAS,2005-10-09,0,0,19,21,322,2,0,0,6.1,56.6,87.1,4.8,0,5,2029,1.0,0.6666666666666666,0.4,0.0
2005,WAS,2005-10-16,0,0,21,28,297,3,0,4,8.1,61.0,107.5,3.6,0,4,1940,1.0,0.0,0.4166666666666667,0.0
2005,WAS,2005-10-23,1,0,52,17,253,3,0,1,12.4,66.7,147.4,5.2,4,4,1998,1.0,1.0,0.45454545454545453,0.0
2005,WAS,2005-10-30,0,0,0,36,87,0,1,5,3.7,41.2,36.6,2.9,0,8,1239,0.0,0.0,0.16666666666666666,0.0
2005,WAS,2005-11-06,1,0,17,10,215,0,0,2,7.7,72.4,93.3,2.7,2,6,1917,1.0,1.0,0.4375,0.0
2005,WAS,2005-11-13,0,0,35,36,204,2,2,2,6.5,65.7,76.4,5.6,1,2,2065,1.0,1.0,0.4666666666666667,0.5
2005,WAS,2005-11-20,0,0,13,16,138,0,0,2,4.8,43.8,56.5,4.0,0,6,1705,1.0,1.0,0.4,0.0
2005,WAS,2005-11-27,0,1,17,23,191,1,0,2,7.2,63.0,96.4,2.8,1,9,1787,1.0,0.5,0.21428571428571427,0.0
2005,WAS,2005-12-04,1,0,24,9,150,1,0,1,7.1,63.6,98.7,6.4,2,4,2038,1.0,0.5,0.5714285714285714,0.0
2005,WAS,2005-12-11,1,0,17,13,122,0,3,0,4.4,64.3,34.2,3.2,1,5,1999,1.0,1.0,0.35714285714285715,1.0
2005,WAS,2005-12-18,1,0,35,7,163,4,0,0,8.2,60.0,125.6,4.3,1,6,1884,1.0,0.0,0.45454545454545453,0.0
